"Dataset File","Collected","Variable","Label","Description"
"Form 30 - Medical History","Baseline","COLNSCDT","Date of last colonoscopy","When was the last test?"
"Form 30 - Medical History","Baseline","PCOLONRM","Polyps of colon removed","Did you ever have any polyps of the colon, intestine, bowel, or rectum removed?"
"Form 30 - Medical History","Baseline","HEMOCCUL","Hemoccult test ever","Have you ever given a sample of your stool (BM, bowel movement, or feces) to be checked or had a rectal stool exam by a doctor or nurse? This is sometimes called a stool guaiac or hemoccult test."
"Form 30 - Medical History","Baseline","HEMOCCDT","Date of last hemoccult test","When was the last test?"
"Form 30 - Medical History","Baseline","CANC_F30","Cancer ever, excluding non-melanoma skin cancer","Did a doctor ever say that you had cancer, a malignant growth, or tumor? (This does not include ""fibroids"" of the uterus.)"
"Form 30 - Medical History","Baseline","BRCA_F30","Breast cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Breast"
"Form 30 - Medical History","Baseline","BRCA55","Breast cancer 55 or older","How old were you when a doctor first told you that you had this cancer. Breast"
"Form 30 - Medical History","Baseline","OVRYCA","Ovarian cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Ovary"
"Form 30 - Medical History","Baseline","OVRYCA55","Ovarian cancer 55 or older","How old were you when a doctor first told you that you had this cancer? Ovary"
"Form 30 - Medical History","Baseline","ENDO_F30","Endometrial cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Endometrium (lining of the uterus or womb)"
"Form 30 - Medical History","Baseline","ENDOCA55","Endometrium cancer 55 or older","How old were you when a doctor first told you that you had this cancer? Endometrium (lining of the uterus or womb)"
"Form 30 - Medical History","Baseline","COLN_F30","Colorectal cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Colon, rectum, bowel or intestine"
"Form 30 - Medical History","Baseline","COLOCA55","Colorectal cancer 55 or older","How old were you when a doctor first told you that you had this cancer? Colon, rectum, bowel, or intestine"
"Form 30 - Medical History","Baseline","THYRCA","Thyroid cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Thyroid"
"Form 30 - Medical History","Baseline","THYRCA55","Thyroid cancer 55 or older","How old were you when a doctor first told you that you had this cancer? Thyroid"
"Form 30 - Medical History","Baseline","CERVCA","Cervix cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Cervix (opening to the uterus or womb)"
"Form 30 - Medical History","Baseline","SKINCA","Skin cancer (not melanoma) ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.)  Skin cancer (not melanoma)"
"Form 30 - Medical History","Baseline","MELN_F30","Melanoma cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Melanoma"
"Form 30 - Medical History","Baseline","LIVERCA","Liver cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Liver"
"Form 30 - Medical History","Baseline","LUNGCA","Lung cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Lung"
"Form 30 - Medical History","Baseline","BRAINCA","Brain cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.)  Brain"
"Form 30 - Medical History","Baseline","BONECA","Bone cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.)  Bone"
"Form 30 - Medical History","Baseline","STOMCA","Stomach cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.)  Stomach"
"Form 30 - Medical History","Baseline","LEUKCA","Leukemia cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.)  Blood (leukemia)"
"Form 30 - Medical History","Baseline","BLADCA","Bladder cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Bladder"
"Form 30 - Medical History","Baseline","LYMPHCA","Lymphoma cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Lymphoma"
"Form 30 - Medical History","Baseline","HODGCA","Hodgkin`s cancer ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Hodgkin's"
"Form 30 - Medical History","Baseline","OTHCA","Other cancer than listed ever","What kind of cancer did you have? (Mark ""No"" or ""Yes"" for each type of cancer.) Other (Specify):"
"Form 30 - Medical History","Baseline","NUMFALLS","Times fell down last 12 months","During the past 12 months, how many times did you fall and land on the floor or ground?"
"Form 30 - Medical History","Baseline","FAINTED","Fainted last 12 months","During the past 12 months, have you fainted, blacked out, passed out, or lost consciousness?"
"Form 30 - Medical History","Baseline","BKBONE","Broke bone ever","Did a doctor, nurse, or physician assistant ever say you had a broken, fractured, or crushed bone?"
"Form 30 - Medical History","Baseline","BKHIP","Broke hip ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Hip"
"Form 30 - Medical History","Baseline","BKHIP55","Broke hip first time 55 or older","How old were you when you first broke this bone? Hip"
"Form 30 - Medical History","Baseline","BKBACK","Broke spine ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Spine or back (vertebra)"
"Form 30 - Medical History","Baseline","BKBACK55","Broke spine first time 55 or older","How old were you when you first broke this bone? Spine or back (vertebra)"
"Form 30 - Medical History","Baseline","BKUARM","Broke upper arm ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Upper arm (humerus)"
"Form 30 - Medical History","Baseline","BKUARM55","Broke upper arm first time 55 or older","How old were you when you first broke this bone? Upper arm (humerus)"
"Form 30 - Medical History","Baseline","BKLARM","Broke lower arm ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Lower arm or wrist"
"Form 30 - Medical History","Baseline","BKLARM55","Broke lower arm first time 55 or older","How old were you when you first broke this bone? Lower arm or wrist"
"Form 30 - Medical History","Baseline","BKHAND","Broke hand ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Hand (not finger)"
"Form 30 - Medical History","Baseline","BKHAND55","Broke hand first time 55 or older","How old were you when you first broke this bone? Hand (not finger)"
"Form 30 - Medical History","Baseline","BKLLEG","Broke lower leg ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Lower leg or ankle"
"Form 30 - Medical History","Baseline","BKLLEG55","Broke lower leg first time 55 or older","How old were you when you first broke this bone? Lower leg or ankle"
"Form 30 - Medical History","Baseline","BKFOOT","Broke foot ever","Which bone(s) did you break and how old were you when the bone(s) first broke? (Please mark all that apply. If you don't know the exact age, please guess as close as you can.) Foot (not toe)"
"Form 30 - Medical History","Baseline","BKFOOT55","Broke foot first time 55 or older","How old were you when you first broke this bone? Foot (not toe)"
